customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges
C2065,Female,0,No,No,3,Yes,No phone service,Fiber optic,Yes,No,No,Yes,No,No,Two year,Yes,Mailed check,46.81,144.57
C2066,Female,0,No,No,22,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),107.52,2495.54
C2067,Male,0,Yes,No,23,No,No phone service,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),62.15,1425.42
C2068,Male,0,Yes,No,51,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),41.15,2150.58
C2069,Female,0,No,No,12,No,No phone service,Fiber optic,Yes,No,Yes,Yes,Yes,No,One year,No,Bank transfer (automatic),47.42,602.77
C2070,Female,0,Yes,No,3,Yes,No phone service,Fiber optic,Yes,Yes,Yes,No,No,No,Two year,Yes,Credit card (automatic),60.46,171.36
C2071,Female,0,No,No,63,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,65.86,4348.72
C2072,Male,0,No,No,41,Yes,No,DSL,No,No,No,Yes,No,No,One year,Yes,Mailed check,65.07,2799.32
C2073,Female,0,Yes,Yes,44,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Mailed check,59.28,2376.48
C2074,Female,0,Yes,Yes,13,Yes,No phone service,Fiber optic,Yes,Yes,No,No,Yes,Yes,Two year,No,Mailed check,86.42,1155.0
C2075,Female,0,No,No,12,Yes,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),110.71,1267.79
C2076,Female,0,No,No,39,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,Two year,Yes,Mailed check,36.52,1523.75
C2077,Male,0,No,No,32,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No,Month-to-month,No,Electronic check,81.09,2693.56
C2078,Male,0,No,No,28,Yes,No phone service,DSL,Yes,No,Yes,Yes,No,Yes,Two year,Yes,Electronic check,52.12,1423.84
C2079,Female,0,Yes,Yes,54,No,No phone service,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,98.76,5298.82
C2080,Female,0,Yes,Yes,12,Yes,No phone service,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),98.62,1294.08
C2081,Male,0,Yes,No,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),51.43,1135.27
C2082,Male,0,No,No,43,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),60.41,2414.43
C2083,Male,0,Yes,No,23,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),91.21,2017.5
C2084,Female,0,No,No,70,Yes,No phone service,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),105.27,6987.24
C2085,Male,0,No,No,20,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),93.39,1698.41
C2086,Female,1,Yes,No,67,No,No phone service,Fiber optic,Yes,No,No,No,No,Yes,Two year,Yes,Credit card (automatic),91.71,6156.91
C2087,Male,0,Yes,No,22,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),94.34,1963.96
C2088,Male,1,No,Yes,61,Yes,No,DSL,No,Yes,Yes,Yes,No,No,One year,No,Mailed check,33.36,2184.27
C2089,Male,0,Yes,No,66,Yes,No phone service,Fiber optic,Yes,No,No,No,Yes,No,One year,No,Mailed check,87.31,6300.6
C2090,Female,0,Yes,No,32,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),76.49,2299.6
C2091,Female,0,No,No,58,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),53.13,3142.13
C2092,Male,1,No,Yes,44,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,One year,No,Electronic check,48.95,2314.91
C2093,Female,0,Yes,No,55,Yes,No phone service,Fiber optic,Yes,Yes,Yes,No,No,No,One year,No,Electronic check,55.81,2991.57
C2094,Male,0,No,No,70,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,One year,Yes,Mailed check,114.17,7287.39
C2095,Female,1,Yes,No,29,Yes,No phone service,DSL,Yes,No,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),48.64,1544.24
C2096,Male,0,No,No,54,Yes,No phone service,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,76.07,3850.73
C2097,Female,0,Yes,No,66,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,63.86,4038.32
C2098,Female,1,No,Yes,64,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,Two year,No,Credit card (automatic),83.85,5880.02
C2099,Male,0,No,Yes,69,Yes,No phone service,DSL,No,Yes,No,No,No,No,Two year,Yes,Mailed check,84.29,5657.41
C2100,Female,1,Yes,No,15,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,One year,No,Credit card (automatic),47.62,655.93
C2101,Female,0,Yes,No,42,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,22.41,878.42
C2102,Female,0,Yes,No,6,Yes,Yes,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),110.54,627.44
C2103,Female,0,No,No,44,Yes,No phone service,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,42.48,2003.17
C2104,Male,0,No,No,33,Yes,No phone service,DSL,No,Yes,No,No,No,Yes,Month-to-month,No,Mailed check,25.07,909.87
C2105,Male,0,Yes,No,65,Yes,Yes,DSL,Yes,No,Yes,No,No,No,Two year,Yes,Electronic check,91.28,6505.81
C2106,Male,0,Yes,No,53,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),65.36,3548.78
C2107,Female,0,No,No,58,No,No phone service,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,75.02,4603.15
C2108,Male,0,No,No,44,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),35.52,1686.79
C2109,Male,1,No,No,55,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),33.03,1787.53
C2110,Female,1,Yes,No,15,Yes,No phone service,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,67.13,1001.36
C2111,Male,0,No,No,33,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),26.34,914.74
C2112,Female,0,Yes,No,16,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,50.46,752.68
C2113,Male,0,No,Yes,32,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,91.11,2714.12
C2114,Male,0,Yes,No,59,Yes,No phone service,Fiber optic,Yes,No,Yes,Yes,Yes,No,Month-to-month,No,Mailed check,28.68,1837.31
C2115,Male,0,Yes,No,35,No,No phone service,Fiber optic,Yes,Yes,No,No,Yes,Yes,Two year,No,Electronic check,59.94,2068.17
C2116,Female,0,Yes,No,49,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),26.94,1413.03
C2117,Male,0,No,No,14,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),47.86,707.11
C2118,Male,0,Yes,No,23,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,34.38,780.26
C2119,Female,0,Yes,No,56,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,52.66,2768.73
C2120,Female,1,Yes,Yes,43,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,One year,Yes,Bank transfer (automatic),76.57,3306.33
C2121,Male,0,No,No,17,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),75.49,1186.75
C2122,Male,0,No,No,15,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,42.29,596.32
C2123,Female,1,No,No,11,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,One year,Yes,Electronic check,75.37,790.15
C2124,Male,0,No,No,63,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),118.1,7546.48
C2125,Female,0,No,No,44,Yes,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,34.75,1676.55
C2126,Female,0,No,Yes,21,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,49.73,1112.99
C2127,Female,0,Yes,No,37,No,No phone service,Fiber optic,No,Yes,No,No,No,No,One year,No,Electronic check,45.01,1510.98
C2128,Female,0,Yes,No,39,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,75.7,2660.64
C2129,Male,0,No,Yes,18,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,One year,No,Electronic check,97.88,1782.77
C2130,Female,0,No,Yes,18,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,86.08,1632.25
C2131,Female,1,No,No,60,Yes,No phone service,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),32.22,1847.43
C2132,Male,1,Yes,No,22,Yes,No,DSL,Yes,Yes,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),90.54,2018.88
C2133,Female,1,Yes,Yes,51,Yes,No phone service,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,90.0,4973.38
C2134,Female,0,Yes,No,64,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),86.19,5715.42
C2135,Female,0,No,No,15,No,No phone service,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,One year,No,Bank transfer (automatic),64.85,975.54
C2136,Female,0,Yes,No,37,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Two year,No,Electronic check,59.23,2327.51
C2137,Male,0,No,No,43,No,No phone service,DSL,No,No,Yes,Yes,No,Yes,One year,Yes,Electronic check,49.52,2209.02
C2138,Male,0,Yes,Yes,69,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),88.85,5553.42
C2139,Male,0,No,Yes,13,Yes,No,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,84.57,1093.92
C2140,Male,0,No,Yes,37,Yes,No phone service,DSL,No,Yes,Yes,Yes,Yes,No,One year,Yes,Mailed check,40.21,1379.11
C2141,Male,1,Yes,Yes,53,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),116.18,5913.37
C2142,Male,1,Yes,No,29,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,One year,No,Credit card (automatic),76.81,2394.73
C2143,Male,0,Yes,No,54,Yes,No phone service,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),25.27,1352.64
C2144,Male,0,No,No,34,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),71.82,2493.45
C2145,Male,0,No,No,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),33.64,887.43
C2146,Female,0,Yes,No,50,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,99.03,5291.44
C2147,Male,0,No,No,69,Yes,No phone service,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),23.28,1590.28
C2148,Male,1,Yes,No,25,Yes,No phone service,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),47.51,1145.85
C2149,Female,0,Yes,No,15,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),47.7,686.79
C2150,Female,1,No,No,20,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),92.78,1894.26
C2151,Male,1,No,No,67,Yes,Yes,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,105.06,7064.51
C2152,Female,0,No,Yes,47,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),119.44,5575.5
C2153,Female,0,No,No,38,Yes,No phone service,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,One year,Yes,Electronic check,109.14,4254.45
C2154,Male,0,No,Yes,47,No,No phone service,DSL,Yes,No,Yes,No,Yes,Yes,One year,No,Electronic check,100.63,4803.74
C2155,Male,0,No,Yes,25,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,One year,No,Bank transfer (automatic),49.85,1154.76
C2156,Female,0,No,Yes,32,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,One year,No,Electronic check,53.17,1681.76
C2157,Male,1,Yes,Yes,39,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,33.4,1420.51
C2158,Male,0,No,Yes,25,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),81.43,1884.95
C2159,Male,1,Yes,Yes,45,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,Yes,Electronic check,91.06,4462.44
C2160,Female,0,No,Yes,5,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Mailed check,26.57,139.02
C2161,Female,1,No,Yes,8,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,One year,No,Mailed check,37.61,305.82
C2162,Male,0,Yes,No,46,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),52.83,2293.75
C2163,Male,0,No,No,23,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,51.31,1187.99
C2164,Female,0,Yes,No,17,Yes,No phone service,DSL,Yes,No,No,No,Yes,Yes,One year,No,Electronic check,35.38,569.92
C2165,Male,0,Yes,No,48,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,No,Electronic check,21.16,1104.79
C2166,Male,0,No,No,19,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),74.53,1557.32
C2167,Male,0,Yes,No,25,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Two year,Yes,Mailed check,36.78,873.43
C2168,Female,1,Yes,No,62,Yes,No phone service,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,110.43,6448.51
C2169,Male,0,No,No,60,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,One year,Yes,Credit card (automatic),85.68,5604.03
C2170,Female,1,Yes,No,16,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,No,Mailed check,82.58,1341.09
C2171,Female,0,Yes,No,45,Yes,No phone service,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,96.74,4216.21
C2172,Female,0,Yes,No,26,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),68.27,1671.73
C2173,Male,0,Yes,Yes,43,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,29.8,1163.54
C2174,Female,0,Yes,No,16,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,25.9,424.95
C2175,Female,1,Yes,No,29,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,One year,Yes,Credit card (automatic),67.02,2005.39
C2176,Male,1,Yes,Yes,62,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),65.7,4179.98
C2177,Female,0,No,No,68,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,110.28,7330.67
C2178,Female,0,Yes,No,68,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),71.6,4652.39
C2179,Male,0,Yes,No,19,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Electronic check,103.18,1873.54
C2180,Female,0,Yes,Yes,66,Yes,No phone service,DSL,No,Yes,No,No,Yes,Yes,One year,Yes,Credit card (automatic),49.86,3026.2
C2181,Female,1,No,Yes,37,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,41.47,1468.11
C2182,Male,0,No,No,9,No,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),59.93,583.76
C2183,Female,0,No,Yes,25,Yes,No,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,62.58,1641.12
C2184,Female,0,Yes,Yes,38,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,102.59,4183.3
C2185,Female,0,No,Yes,47,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),28.21,1309.11
C2186,Female,0,Yes,No,30,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),49.48,1598.21
C2187,Male,0,Yes,No,17,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),106.56,1843.55
C2188,Female,0,Yes,No,66,No,No phone service,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),96.42,5953.95
C2189,Male,0,No,No,1,Yes,No phone service,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,No,Mailed check,41.78,38.22
C2190,Male,0,Yes,No,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),22.21,531.89
C2191,Male,0,No,No,55,Yes,No phone service,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,92.6,4957.08
C2192,Male,0,No,No,62,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,48.49,2836.44
C2193,Male,0,Yes,No,54,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),81.84,4039.14
C2194,Male,0,No,No,3,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Two year,No,Credit card (automatic),27.31,88.1
C2195,Male,0,Yes,Yes,43,No,No phone service,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,One year,No,Mailed check,65.29,2821.83
C2196,Female,0,No,No,44,Yes,No phone service,Fiber optic,Yes,No,Yes,Yes,No,No,One year,Yes,Credit card (automatic),72.19,2972.43
C2197,Male,0,Yes,No,36,Yes,Yes,DSL,Yes,Yes,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),42.16,1465.72
C2198,Female,0,Yes,Yes,24,Yes,No,DSL,No,Yes,No,Yes,Yes,No,One year,No,Electronic check,114.69,2665.67
C2199,Female,0,No,No,9,Yes,No phone service,Fiber optic,No,Yes,No,Yes,Yes,No,One year,No,Bank transfer (automatic),93.76,768.1
C2200,Female,0,No,No,47,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No,One year,Yes,Mailed check,85.42,3994.45
C2201,Female,1,Yes,Yes,41,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),25.08,957.9
C2202,Male,1,No,Yes,48,Yes,No phone service,DSL,Yes,No,Yes,Yes,No,Yes,Two year,Yes,Electronic check,49.21,2201.47
C2203,Male,0,No,No,25,Yes,No phone service,Fiber optic,No,No,Yes,No,Yes,No,One year,Yes,Credit card (automatic),52.75,1263.49
C2204,Female,0,No,No,69,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),21.6,1542.92
C2205,Male,0,No,No,37,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),76.32,2876.98
C2206,Male,1,Yes,Yes,52,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),96.87,4704.42
C2207,Male,0,No,No,26,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,109.56,2592.71
C2208,Female,0,Yes,Yes,63,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,115.6,7102.53
C2209,Female,0,No,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,51.18,4005.96
C2210,Male,0,No,No,12,Yes,No phone service,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),62.42,780.13
C2211,Female,0,No,No,66,Yes,Yes,DSL,Yes,No,No,No,No,No,One year,Yes,Bank transfer (automatic),25.76,1673.77
C2212,Male,0,Yes,No,6,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),34.84,225.41
C2213,Female,0,Yes,Yes,40,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,One year,Yes,Bank transfer (automatic),40.96,1777.13
C2214,Female,0,No,No,11,No,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,65.54,709.15
C2215,Female,0,Yes,No,45,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),75.61,3552.56
C2216,Male,0,Yes,Yes,68,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,108.6,6831.96
C2217,Male,0,Yes,No,57,No,No phone service,Fiber optic,Yes,No,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),45.58,2648.64
C2218,Female,1,No,No,22,Yes,No,DSL,No,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,92.05,2098.34
C2219,Female,0,Yes,No,50,No,No phone service,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,105.3,5061.34
C2220,Male,0,No,Yes,42,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,71.34,3212.41
C2221,Female,0,Yes,Yes,56,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Credit card (automatic),57.18,3024.18
C2222,Female,0,No,Yes,26,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),83.55,2243.15
C2223,Male,0,No,No,48,Yes,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),96.95,4405.78
C2224,Female,0,No,No,52,No,No phone service,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),119.66,6642.13
C2225,Male,0,Yes,Yes,72,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),54.26,3868.05
C2226,Male,0,Yes,No,51,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Two year,No,Electronic check,52.94,2967.91
C2227,Male,0,Yes,No,42,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,70.56,3247.49
C2228,Female,0,Yes,No,20,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,88.59,1807.47
C2229,Female,0,No,No,48,Yes,No phone service,DSL,Yes,No,No,Yes,No,No,One year,No,Credit card (automatic),35.91,1704.61
C2230,Female,1,Yes,No,70,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,85.91,5870.12
C2231,Female,1,No,No,40,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,No,Mailed check,64.79,2782.69
C2232,Female,0,Yes,No,57,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,101.4,5988.79
C2233,Female,1,Yes,No,2,Yes,No,DSL,No,No,Yes,Yes,No,Yes,Two year,Yes,Mailed check,96.06,187.69
C2234,Female,0,Yes,No,9,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),74.12,649.31
C2235,Male,0,No,No,29,No,No phone service,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),68.16,2089.94
C2236,Female,0,Yes,Yes,35,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),50.31,1850.17
C2237,Male,1,No,Yes,30,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,No,Electronic check,49.56,1505.29
C2238,Female,0,No,Yes,68,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),38.0,2511.21
C2239,Male,0,No,No,17,Yes,No phone service,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),20.38,336.16
C2240,Female,0,No,No,57,Yes,No,DSL,No,No,No,Yes,No,Yes,Two year,No,Credit card (automatic),60.15,3200.23
C2241,Female,0,Yes,No,12,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,21.42,279.36
C2242,Female,0,Yes,Yes,60,Yes,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),68.88,3864.01
C2243,Female,0,No,Yes,56,Yes,No phone service,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,55.71,3410.63
C2244,Male,0,No,No,67,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),37.92,2699.27
C2245,Female,0,No,Yes,23,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),80.97,1741.37
C2246,Male,1,Yes,Yes,62,Yes,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),117.34,7100.46
C2247,Female,0,No,No,72,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,One year,No,Credit card (automatic),86.21,5759.13
C2248,Male,0,Yes,Yes,14,Yes,No phone service,Fiber optic,Yes,No,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),103.88,1429.6
C2249,Male,1,Yes,No,4,Yes,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,53.63,198.79
